Gene	SRR3471108	SRR3471109	SRR3471110	SRR3471111	SRR3471112	SRR3471113	SRR3471114	SRR3471115	SRR3471116
ENSMUSG00000028609	1825.4598	1876.1267	1651.2646	2392.9988	2213.7502	1788.8953	3508.3132	3539.271	2992.616
ENSMUSG00000028610	0.0	0.0	0.0	0.0	0.5806814	0.0	1.699136	5.5915127	0.7934376
ENSMUSG00000028612	0.0	0.0	0.0	0.99451125	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000028613	5046.7295	5069.548	4095.0767	2448.8787	2421.3867	2055.085	4306.024	4432.712	3789.1343
ENSMUSG00000028614	2555.6057	2452.2795	1893.8579	1725.005	1809.8474	1381.3982	2677.011	2795.7046	2441.5076
ENSMUSG00000028617	471.44278	527.52576	478.69644	227.68132	415.68942	391.5709	654.1811	725.9241	524.21704
ENSMUSG00000028618	1217.5149	1256.7107	1136.7025	1232.6818	1244.0889	1124.332	2425.158	2383.8513	2175.4604
ENSMUSG00000028619	414.31747	426.64905	416.23734	317.20245	342.1221	291.66248	492.86826	551.0909	361.10577
ENSMUSG00000028621	68.04701	88.64434	61.231514	43.9563	42.594444	22.098455	59.874218	50.762108	58.957394
ENSMUSG00000028622	832.8887	847.32684	681.88837	830.75616	817.23584	788.6081	1294.5327	1258.5966	1047.9719
ENSMUSG00000028626	0.0	0.0	0.9533152	0.0	0.0	0.97475684	0.0	0.0	1.929908
ENSMUSG00000028629	851.86957	828.0504	757.8138	498.96548	425.00436	355.8493	625.6021	669.1589	549.9384
ENSMUSG00000028630	1229.9978	1215.0474	991.9816	1533.0303	1527.7578	1292.5066	1812.5911	1906.6929	1717.9384
ENSMUSG00000028631	15.701638	14.523922	7.115811	10.7224455	7.861954	12.6059675	53.272705	16.430511	9.025903
ENSMUSG00000028633	2760.6172	2793.8801	2236.5647	4488.389	4804.531	3869.005	5854.34	6015.46	4952.451
ENSMUSG00000028634	3031.6812	2997.7947	2477.0105	1635.2145	1555.8284	1403.5016	2986.2139	2893.1558	2489.187
ENSMUSG00000028635	0.0	0.0	0.0	1.0566465	0.9334009	0.0	0.9806546	1.9486688	0.0
ENSMUSG00000028636	337.09506	347.38034	307.022	204.86806	181.49358	143.11028	246.80147	258.07657	214.73238
ENSMUSG00000028637	279.71323	331.56827	291.6945	249.92162	195.58554	216.08832	321.18246	407.803	326.44226
ENSMUSG00000028639	46943.133	47110.387	38180.496	57013.51	57826.836	49119.223	61404.324	62233.656	53193.812
ENSMUSG00000028640	4.5233517	8.154242	9.196093	4.9533186	3.8445718	7.722885	5.0760846	3.7718267	4.878837
ENSMUSG00000028641	771.5095	785.9937	632.8392	533.9147	528.8401	437.39478	1020.8586	1037.6586	832.7317
ENSMUSG00000028642	7.3790636	5.9971166	2.120378	5.1102266	3.224902	0.98130506	11.198824	6.5070214	8.8613205
ENSMUSG00000028643	65.522	70.35877	65.76772	182.5919	155.98743	138.75237	218.34676	242.35995	191.55382
ENSMUSG00000028644	16.495266	7.8995066	3.513823	24.022547	13.107778	10.6105	29.007908	14.70042	39.89113
ENSMUSG00000028645	1901.4441	2006.525	1589.1246	1892.9541	1580.1708	1584.7954	2902.1	2868.1348	2467.9026
ENSMUSG00000028646	3282.6428	3450.8472	2847.518	4259.39	3884.385	3235.3699	5718.8604	5913.1836	4587.2456
ENSMUSG00000028647	395.85687	391.42776	298.53418	222.64061	252.49359	178.66516	328.74973	370.0031	283.731
ENSMUSG00000028648	1127.1521	1085.0613	891.41223	1201.1224	1332.7876	1083.303	2065.705	2118.7468	1766.3192
ENSMUSG00000028649	20895.787	20720.506	16614.457	15059.907	15290.7295	12804.776	21343.826	22001.348	17793.346
ENSMUSG00000028651	321.67422	316.22385	287.50073	355.248	366.6439	298.87753	587.6826	615.4413	573.3098
ENSMUSG00000028653	502.59323	498.38657	450.0838	897.4508	862.6975	770.24396	1380.9048	1489.1312	1265.4974
ENSMUSG00000028654	0.0	0.0	0.0	0.0	0.9398083	0.0	0.0	0.0	1.0306435
ENSMUSG00000028655	6.1380877	12.58536	3.5979412	1.6608852	8.3765135	0.0	1.6513463	0.8261581	0.8170238
ENSMUSG00000028656	5256.9907	5518.9595	4515.7563	6712.3135	6428.4526	5708.653	10130.6	10061.201	8313.95
ENSMUSG00000028657	5359.6855	5326.005	4259.7456	5602.5903	5761.404	4942.467	8858.126	8915.411	7427.0635
ENSMUSG00000028661	21.05533	19.565369	17.614264	4.904701	4.080393	4.767286	10.656186	16.462894	12.627644
ENSMUSG00000028664	9.468073	18.570759	11.660703	28.818888	29.609823	28.217567	42.291283	63.769634	48.0757
ENSMUSG00000028668	2697.7039	2661.9626	2221.4216	2874.867	2998.0757	2457.0793	4357.1675	4459.0073	3773.5078
ENSMUSG00000028669	726.4122	878.64435	745.3005	549.204	701.252	573.2365	1117.3618	1129.7416	876.7556
ENSMUSG00000028670	292.2197	263.12457	237.77345	230.07639	190.90941	182.04564	401.64276	460.22183	358.183
ENSMUSG00000028671	292.7069	302.76312	216.34846	91.89392	88.89017	61.92052	182.94626	170.3848	180.59778
ENSMUSG00000028672	381.12164	403.45508	281.15314	404.51895	396.03058	336.65906	765.2765	717.47626	543.99084
ENSMUSG00000028673	1159.4463	1197.3352	1049.7732	937.9654	904.68054	794.58234	1894.6432	1843.6931	1532.8369
ENSMUSG00000028675	3452.754	3485.5361	2911.4558	3417.9602	3150.097	2668.587	4692.784	4629.0796	3801.6353
ENSMUSG00000028676	6135.0073	6697.9062	5511.4355	7488.7803	7322.1016	6259.951	11169.55	11485.476	9140.495
ENSMUSG00000028677	1576.0957	1673.3732	1357.479	1140.7797	1248.823	995.5042	1671.092	1681.2532	1436.4705
ENSMUSG00000028678	2718.887	2919.6663	2193.412	873.1412	1000.1747	729.1499	2043.193	2063.1274	1767.2433
ENSMUSG00000028680	311.008	288.87228	235.08116	429.47647	462.29257	393.2896	733.58813	720.66425	613.2577
ENSMUSG00000028681	11.796097	6.464206	4.853558	3.3753746	14.362251	5.2945385	6.720623	7.648166	4.933372
ENSMUSG00000028683	777.76184	811.3325	672.9547	1171.711	1307.5614	1173.8739	1919.1482	1952.8984	1642.516
ENSMUSG00000028684	411.9781	422.6087	336.0226	313.2042	335.23474	257.99103	511.11786	546.4845	423.68158
ENSMUSG00000028687	101.58637	109.885796	86.1535	67.29099	82.14307	64.55883	137.0039	108.46991	73.40232
ENSMUSG00000028688	551.78326	689.094	592.12305	298.5861	345.96204	338.14532	673.30615	729.3879	597.3472
ENSMUSG00000028689	119.64281	130.0165	157.37083	109.73861	80.89349	52.52687	119.3594	167.15228	122.775856
ENSMUSG00000028690	400.29343	396.1204	340.09262	570.59753	607.9508	459.63684	663.9976	650.13434	566.7419
ENSMUSG00000028691	11311.502	11618.067	9728.975	12671.512	10609.555	10771.935	21036.678	21964.91	18050.453
ENSMUSG00000028692	5897.5054	6287.7227	5433.0728	8824.716	8924.217	7523.549	12052.442	12164.331	10377.578
ENSMUSG00000028693	4827.781	4613.544	3632.1995	3148.2827	3255.8699	2502.6309	4683.7627	4842.885	3989.6877
ENSMUSG00000028696	650.526	616.2596	510.60907	340.68753	333.76605	272.7323	472.61514	460.99634	383.16702
ENSMUSG00000028698	508.1349	453.28296	403.09375	195.41635	181.25232	138.39467	343.34836	394.3898	328.62784
ENSMUSG00000028699	2.082799	4.1424823	0.0	1.019792	0.0	0.96307355	0.9509361	0.0	0.0
ENSMUSG00000028700	996.26373	993.6507	850.6027	891.89166	935.55396	828.50037	1290.9403	1370.2507	1101.5077
ENSMUSG00000028701	32.608276	29.759996	24.625801	18.745316	7.8211546	9.941488	21.645908	22.039255	20.91259
ENSMUSG00000028702	960.92676	1014.1351	777.0468	544.0856	364.0307	376.85315	770.3242	822.5205	627.99713
ENSMUSG00000028703	466.50723	501.84286	329.7215	414.2505	377.28778	356.41827	492.13763	565.52313	537.1932
ENSMUSG00000028706	440.2058	399.89346	369.3365	252.78032	234.57353	234.57822	595.71606	559.95844	473.7472
ENSMUSG00000028707	10.952832	11.709068	14.290729	10.16896	7.401724	7.94289	23.907846	19.265337	14.489402
ENSMUSG00000028708	685.82837	722.592	607.0399	433.87372	535.92633	401.31818	775.01483	898.5954	579.0736
ENSMUSG00000028709	493.86627	410.60217	451.1514	278.0936	260.6372	201.49129	473.47595	480.0784	422.67462
ENSMUSG00000028710	515.9587	567.3843	436.96393	468.59955	436.1163	405.49893	750.42676	675.91956	559.18274
ENSMUSG00000028712	6.996928	8.238092	5.826769	8.5486555	13.795204	13.043828	21.863628	22.720846	17.100498
ENSMUSG00000028713	208.91115	219.40543	189.0263	325.82254	333.7616	265.30582	516.1196	533.7543	434.45926
ENSMUSG00000028715	0.0	1.9548503	0.0	0.0	1.002552	0.0	0.9873386	1.9796869	5.9971128
ENSMUSG00000028716	0.0	0.0	1.7928658	0.0	0.0	0.0	1.1355574	0.0	0.0
ENSMUSG00000028717	0.0	0.0	0.0	0.0	0.74577844	0.0	1.082943	2.1685035	1.0808485
ENSMUSG00000028718	1303.116	1398.1877	1144.8243	859.6904	910.93085	689.73914	1011.35095	1224.6855	944.1715
ENSMUSG00000028719	2266.6597	2253.5273	2107.4365	2937.6172	2924.2185	2494.5781	4604.1978	4441.7964	3668.025
ENSMUSG00000028729	2502.1619	2410.901	2176.5107	4292.356	4164.1313	3579.4468	6437.6006	6739.104	5360.501
ENSMUSG00000028730	16.50754	17.451954	14.96556	15.951874	19.435713	21.140188	24.547556	23.697655	22.558313
ENSMUSG00000028736	0.0	1.0252823	0.0	0.0	0.0	0.0	0.9830664	0.0	0.97741586
ENSMUSG00000028737	283.7824	356.1965	270.9158	187.92535	150.46957	166.01013	306.49728	319.34653	260.9915
ENSMUSG00000028738	1.0470986	0.0	0.0	2.0001023	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000028741	640.3592	727.98364	659.5001	1090.4924	1079.1276	1013.5697	1561.2639	1617.3805	1344.3154
ENSMUSG00000028743	125.54362	125.773796	110.40634	99.44702	98.46462	88.96635	189.7712	207.01929	157.17914
ENSMUSG00000028744	179.51752	178.00664	155.03432	84.045815	61.45059	65.000565	169.74295	151.37451	112.04435
ENSMUSG00000028745	4148.5156	4193.0986	3437.8193	4540.6367	4920.706	4221.747	6705.9746	6770.5513	5843.479
ENSMUSG00000028747	0.0	0.7225534	0.0	0.0	0.0	1.2284037	2.169251	7.6581664	2.5190258
ENSMUSG00000028749	0.0	0.0	0.0	0.9729268	0.0	1.9536984	0.973085	0.9702239	0.97608143
ENSMUSG00000028750	0.0	1.0297939	0.0	0.9952588	3.8222842	1.9557127	5.8757067	2.94386	3.9304178
ENSMUSG00000028751	310.9809	367.29538	252.4894	492.24008	508.44766	442.94275	758.1376	742.4774	676.5387
ENSMUSG00000028753	5.3557487	6.397491	3.8853128	5.122861	3.9930546	8.622681	9.832392	11.643109	18.755316
ENSMUSG00000028755	192.82219	198.40639	166.18625	156.02472	157.2935	125.44329	267.2064	265.69434	220.98355
ENSMUSG00000028756	336.0511	361.2754	263.34146	203.82614	210.8626	186.53893	313.80896	348.49533	279.35498
ENSMUSG00000028757	3726.8943	3729.133	3362.837	4554.1963	4112.8374	3899.8486	6836.654	6794.4663	5668.9863
ENSMUSG00000028758	2.9667451	4.33601	3.680782	6.2179384	6.808108	1.6236123	4.727479	12.62287	7.4092655
ENSMUSG00000028759	4490.2017	4292.074	3715.0068	3965.9436	3791.6406	3247.455	6185.578	6135.632	5111.7397
ENSMUSG00000028760	7873.239	7753.964	6093.9585	7200.526	7364.742	5766.209	10110.998	10692.289	8686.706
ENSMUSG00000028763	11089.948	10309.334	8186.2695	6134.4517	6438.2515	4892.89	10087.817	9593.729	7906.2446
ENSMUSG00000028766	0.0	0.0	0.47920644	2.6023264	0.50624824	3.5282435	66.358894	0.93035775	0.0
ENSMUSG00000028771	6894.7983	6916.6074	6175.6533	11916.453	11672.132	10887.133	14795.109	14760.786	12593.319
ENSMUSG00000028772	1249.9194	1316.7826	1027.812	812.0286	801.22296	737.77466	1363.022	1382.8916	1074.3572
ENSMUSG00000028773	1.0218145	1.0282046	0.0	0.0	2.9183218	4.1598396	7.704002	12.59901	10.646358
ENSMUSG00000028776	1962.7823	1903.6176	1521.527	1446.7737	1406.1913	1153.407	2731.6992	2680.8403	2297.6501
ENSMUSG00000028777	0.0	1.0012436	0.0	0.0	0.0	0.0	0.98346317	5.908405	5.9521465
ENSMUSG00000028778	0.0	0.0	0.0	0.0	0.0	0.0	0.98021215	0.9706601	0.0
ENSMUSG00000028779	217.87231	225.31706	198.3503	157.4774	167.26398	159.676	280.95462	276.7502	262.0911
ENSMUSG00000028780	214.267	267.20416	206.17679	228.34749	205.33932	183.1701	317.86758	292.33398	273.35678
ENSMUSG00000028782	0.0	0.0	0.0	0.21661678	8.51028	11.224871	0.0	0.0	0.0
ENSMUSG00000028784	42.02958	17.820572	29.982359	5.923718	3.4041152	6.625339	8.538926	4.124235	4.0936947
ENSMUSG00000028785	59.381954	72.89233	65.82223	57.261795	52.692047	49.47171	119.69773	119.03701	87.47334
ENSMUSG00000028786	0.0	0.0	0.0	0.43254814	0.0	0.0	0.0	0.0	2.7255158
ENSMUSG00000028788	18606.91	18424.477	15740.583	17100.879	16430.043	15023.023	25690.385	25811.28	22136.05
ENSMUSG00000028789	81.401535	70.68988	59.722862	50.57061	61.931652	46.157074	90.83384	94.84623	76.805786
ENSMUSG00000028790	5422.2275	5409.7837	4284.8296	7485.5107	7267.6323	6047.839	8525.971	8942.294	7331.861
ENSMUSG00000028792	2058.8066	2137.724	1773.1796	2743.4607	2828.451	2416.828	3295.4407	3408.554	2759.8474
ENSMUSG00000028793	1293.1693	1211.6873	1070.24	4347.054	4135.184	3046.484	4451.274	4329.134	3692.6807
ENSMUSG00000028794	7.1678724	7.9146824	6.3784137	34.34393	34.78677	31.566822	68.123665	51.02797	49.947525
ENSMUSG00000028795	72.16981	91.631805	99.16747	25.433096	20.69489	27.776411	66.505974	77.74298	50.511726
ENSMUSG00000028796	1697.319	1828.0153	1387.4231	2709.5398	2755.3928	2363.8218	3986.7275	3705.9683	3538.3943
ENSMUSG00000028797	1664.442	1608.8225	1343.3584	2288.317	2127.3281	1880.5405	2734.384	2841.1282	2317.3533
ENSMUSG00000028798	1886.4297	1893.5865	1672.3844	2456.0696	2464.4563	2103.6516	4119.5703	4253.9756	3511.2954
ENSMUSG00000028799	472.87216	510.61453	481.25723	194.71118	209.9488	124.84673	418.40244	416.59512	380.20447
ENSMUSG00000028800	5444.896	5534.2837	4453.137	6581.7734	6690.8296	5460.3267	10153.301	10476.211	8752.221
ENSMUSG00000028801	0.5684214	0.0	0.5262087	1.1451783	2.2670374	2.3036504	3.3673053	5.737936	0.0
ENSMUSG00000028803	8.877266	15.000015	2.3117821	13.724679	9.916964	12.601229	25.540665	22.771997	19.827019
ENSMUSG00000028804	35.778076	51.1741	31.033318	27.248808	47.16879	45.209137	44.613617	61.897427	56.606472
ENSMUSG00000028807	442.09222	446.28473	324.12073	105.395035	104.94141	81.54557	212.21732	193.9757	226.53745
ENSMUSG00000028809	10101.432	10459.952	8609.135	10379.968	10652.836	9086.672	15875.393	16481.213	13448.196
ENSMUSG00000028811	2403.8298	2455.1306	2060.2676	3390.28	3596.529	3020.9714	4726.4443	4851.601	4241.4385
ENSMUSG00000028813	0.0	0.0	0.98497564	0.0	3.077631	1.9919962	5.825446	7.897582	2.9577208
ENSMUSG00000028820	15208.337	15979.365	13233.849	14913.053	14844.996	12635.676	24652.875	25017.354	20732.404
ENSMUSG00000028821	1678.9556	1721.6858	1447.3835	3184.3945	3128.1414	2632.5178	4518.168	4471.699	3712.3667
ENSMUSG00000028822	897.35803	937.0644	792.41644	1628.113	1597.7578	1388.2135	2535.57	2540.0356	2141.3618
ENSMUSG00000028825	37.83187	48.861935	32.452213	37.23915	48.8457	28.670523	51.84177	48.745296	47.99648
ENSMUSG00000028826	1192.4481	1196.378	916.42194	676.42474	716.0724	645.61127	1209.3679	1242.8463	953.5711
ENSMUSG00000028830	1536.0743	1749.8348	1244.6483	1400.2744	1343.3954	1077.1732	2363.9773	2585.6768	1883.4867
ENSMUSG00000028832	7322.241	7659.4053	5899.65	5140.0337	5211.7295	4226.0947	7735.795	7923.7	6574.308
ENSMUSG00000028833	421.9856	449.40988	348.04187	273.328	275.90332	212.147	503.06955	514.1116	446.49564
ENSMUSG00000028834	12.456882	12.078128	10.884763	12.23735	11.405852	8.36447	10.173365	18.574236	17.109499
ENSMUSG00000028836	5.4379153	1.3188499	2.2081382	0.738259	1.195224	1.2390909	2.2801878	6.5023108	5.127266
ENSMUSG00000028837	1183.1139	1243.6395	1052.0309	1366.7217	1684.445	1334.7056	1780.3838	1719.9199	1479.4221
ENSMUSG00000028838	20.766333	35.255764	20.043554	10.148396	7.5847735	8.316552	13.073306	37.705383	24.088055
ENSMUSG00000028840	174.43431	146.2323	121.47557	413.9956	372.52386	316.43384	531.4719	587.12646	443.30234
ENSMUSG00000028841	38.89115	43.39506	54.76	328.6081	362.7843	365.30133	637.8431	595.32434	447.72302
ENSMUSG00000028842	1842.0074	2226.9075	1553.2231	2045.3445	1976.6763	1872.184	2686.0547	3307.5125	2966.727
ENSMUSG00000028843	723.05084	708.9429	850.96515	822.2954	942.98627	783.8503	1496.3549	1490.7794	1308.5801
ENSMUSG00000028845	4.2734294	5.212929	1.8706019	35.371883	22.799273	17.832361	36.83258	92.64248	57.077866
ENSMUSG00000028847	846.92645	865.5161	720.1924	751.80444	786.5382	739.1942	1166.3667	1042.0388	917.078
ENSMUSG00000028848	165.54051	84.293594	109.02179	106.85506	76.82631	83.4862	181.82558	149.72194	141.74214
ENSMUSG00000028849	1936.6428	1908.1138	1543.4504	844.3765	796.5001	665.0884	1557.4957	1712.657	1432.8964
ENSMUSG00000028850	135.71494	114.60515	123.52247	327.51105	309.11407	328.84244	406.2302	460.4201	406.01468
ENSMUSG00000028851	3919.6257	4078.209	3799.0642	6259.786	5992.9624	5277.006	8176.5596	8512.265	6883.744
ENSMUSG00000028854	802.61127	840.0731	668.7065	320.87268	398.51227	317.30444	797.351	880.66376	704.3656
ENSMUSG00000028857	224.96971	225.9634	203.9487	274.33823	242.59444	190.20848	347.88757	334.1361	293.57422
ENSMUSG00000028859	6.890893	3.1998036	3.1150165	8.20707	3.171774	1.0719012	8.353644	7.1994457	4.7598653
ENSMUSG00000028860	32.389706	30.042627	23.400284	17.210123	11.576177	13.781831	15.843881	19.817997	19.646221
ENSMUSG00000028861	1728.787	1694.5723	1488.9841	1810.7771	1865.2786	1723.278	2891.9207	3036.5872	2455.366
ENSMUSG00000028862	309.05664	310.95624	221.39464	50.734932	52.994984	53.732285	172.39133	152.33656	130.3224
ENSMUSG00000028863	1358.2422	1378.6761	1127.6554	860.8338	854.0877	767.2667	1375.8505	1404.3379	1181.6063
ENSMUSG00000028864	0.0	0.0	1.5824441	4.0012527	3.876144	3.5693839	13.835163	17.880947	11.2421055
ENSMUSG00000028865	1.8604447	0.0	0.0	0.6721606	1.5438014	0.0	1.9815477	1.9765669	1.7489625
ENSMUSG00000028868	4064.6667	4293.3604	3336.069	3929.7546	3846.3442	3191.4055	5293.1304	5384.986	4978.948
ENSMUSG00000028869	2034.2153	2044.1215	1635.3441	4480.0806	4849.8647	4157.1714	6942.8657	6876.273	5766.1636
ENSMUSG00000028871	5.2651653	2.2064738	2.098042	3.3778324	3.5316398	2.9204643	6.04624	6.9754934	7.921871
ENSMUSG00000028873	2359.4116	2482.528	1913.6833	1538.429	1568.2063	1326.3096	2653.6138	2770.4075	2185.029
ENSMUSG00000028874	0.0	0.0	0.0	0.0	0.0	0.0	3.8828661	5.827935	0.9824959
ENSMUSG00000028876	14.846375	4.8808017	6.273793	7.1744685	8.139889	4.873315	13.485042	15.451823	7.8569775
ENSMUSG00000028878	1006.26276	1047.4783	835.57227	835.85	794.0727	746.12384	1623.968	1527.3893	1171.2262
ENSMUSG00000028879	1941.1139	1831.59	1690.8029	1911.2368	1950.0475	1613.8322	3012.9292	3109.3538	2535.85
ENSMUSG00000028882	1375.588	1359.4569	962.42554	996.55505	1003.14557	879.11273	1425.1952	1473.2666	1268.411
ENSMUSG00000028883	8078.8486	8045.4453	6737.51	5474.204	5378.9404	4503.5723	9935.473	10223.976	8687.834
ENSMUSG00000028884	637.40173	678.5712	573.5994	515.59216	526.30774	426.90082	703.2184	700.4591	557.1604
ENSMUSG00000028885	423.92416	463.57074	380.29602	545.8936	592.79114	490.92294	850.00854	867.1109	664.0596
ENSMUSG00000028886	1101.0851	1062.4989	1001.53876	1399.8251	1173.572	933.03613	1841.6982	1922.879	1769.6482
ENSMUSG00000028889	337.03308	349.51855	318.04407	755.31757	713.22095	651.9186	1517.0636	1430.6599	1262.3416
ENSMUSG00000028890	1000.8591	994.1416	853.02924	1108.1091	1088.5378	1101.0626	1482.2495	1738.2347	1432.778
ENSMUSG00000028893	833.264	825.80945	622.6312	482.09082	458.83545	353.49088	874.06714	907.9051	758.3953
ENSMUSG00000028894	937.54767	1056.9012	989.4309	763.33203	507.64423	727.167	1534.8987	1698.1102	1340.1334
ENSMUSG00000028896	951.17664	1023.6275	751.29987	972.8545	1015.32385	745.6509	1367.3842	1345.2283	1051.6914
ENSMUSG00000028898	626.8207	570.6498	511.91782	655.634	600.96936	605.99005	1057.5337	1068.0746	789.3009
ENSMUSG00000028899	1855.4229	2006.2958	1742.8507	1472.6176	1398.3838	1127.5804	2409.8374	2385.9736	1960.9458
ENSMUSG00000028901	1173.3552	1222.8842	1059.1755	1583.2289	1596.9153	1417.0166	2443.0007	2248.6213	1883.0443
ENSMUSG00000028902	3489.2798	3375.4607	2833.5378	3861.4387	3978.8982	3116.576	5562.4165	5648.2944	4701.2803
ENSMUSG00000028906	4673.5913	5287.682	4282.8696	2861.4727	2574.4705	2294.282	4695.7363	4707.658	4387.1787
ENSMUSG00000028907	1967.4736	2112.831	1621.549	3225.9277	3385.1704	2722.9668	4671.531	4813.209	3946.9185
ENSMUSG00000028909	6.818413	28.340675	31.638666	8.356213	7.2772717	5.3953466	8.734052	18.233036	51.43993
ENSMUSG00000028910	405.70673	467.6162	354.61096	528.489	529.5916	530.88446	941.6773	937.1453	769.0838
ENSMUSG00000028911	2001.402	1983.609	1536.2429	2134.1174	2092.9187	1832.3909	3040.389	3155.3826	2488.6204
ENSMUSG00000028914	663.3644	874.923	711.63293	399.29654	378.73782	358.23987	787.35913	790.9649	594.18616
ENSMUSG00000028917	658.70844	609.19293	488.17166	655.27	694.72833	587.8769	1100.9377	1183.5854	894.22974
ENSMUSG00000028919	35.51997	22.188955	19.834793	3.8947961	9.018937	6.075238	14.115289	4.667517	9.471391
ENSMUSG00000028920	701.32574	733.57947	543.0957	1332.5452	1503.4886	1059.9257	1495.7324	1474.9302	1331.3821
ENSMUSG00000028923	513.5206	560.14905	428.90845	637.692	602.29865	566.41205	955.76666	962.81885	806.81366
ENSMUSG00000028926	12636.377	12489.938	10953.572	23017.154	21448.322	20665.68	32957.38	33411.457	27224.715
ENSMUSG00000028927	21.766518	22.329699	18.117785	21.989704	10.182416	19.697895	21.682104	14.565834	13.975285
ENSMUSG00000028931	3382.6367	3468.1028	3034.6672	2458.9824	2201.97	2397.8293	4774.32	5248.3486	4564.8643
ENSMUSG00000028932	12897.637	13172.505	10615.316	16544.863	15358.163	13514.448	22837.59	23629.45	19236.156
ENSMUSG00000028933	895.7533	830.3322	793.7451	428.10474	458.53607	369.60458	623.49115	616.0534	513.8853
ENSMUSG00000028936	2727.6067	2679.9797	2576.6094	4495.1626	4596.6704	3669.9387	6214.528	6240.383	5156.4224
ENSMUSG00000028937	1153.738	1187.6425	980.32745	1241.459	1242.4592	1013.5449	1827.3606	1869.8661	1711.8284
ENSMUSG00000028938	0.0	1.0262984	0.0	0.0	2.0745595	0.0	5.395179	2.9753516	5.0488343
ENSMUSG00000028940	2.0141428	2.0062509	1.9620914	1.0386652	0.9524929	2.9188802	1.994818	0.9926553	4.972883
ENSMUSG00000028943	0.0	4.1436524	0.0	13.509897	9.501777	8.907821	11.807422	15.958212	6.6751027
ENSMUSG00000028944	1121.2628	1050.5516	857.7017	342.3878	294.78046	280.1252	552.50665	557.0504	502.50906
ENSMUSG00000028945	3330.842	3429.6665	3034.5005	4795.4443	4339.1763	3635.2852	5635.216	5648.4956	4730.4126
ENSMUSG00000028946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97614884	0.0
ENSMUSG00000028948	1105.9718	1044.7355	830.8886	1862.6642	1881.3707	1619.1056	2711.7102	2832.4897	2231.716
ENSMUSG00000028949	635.2455	718.741	526.83405	432.74594	363.35886	371.97702	889.8588	1031.7064	750.3831
ENSMUSG00000028950	2.0977933	2.077006	0.9449142	0.0	0.0	0.0	0.0	0.0	5.0103354
ENSMUSG00000028952	101.438965	120.4157	100.20476	58.915257	47.49748	45.491302	83.15275	86.75389	90.89091
ENSMUSG00000028953	8104.1675	7960.455	6642.2266	9842.02	10747.218	7915.21	12906.633	13065.756	10653.416
ENSMUSG00000028954	3192.508	3237.0232	2553.2952	9894.089	9926.84	8021.4	12531.283	12631.783	10503.599
ENSMUSG00000028955	2525.9272	2707.648	2138.0635	2618.0962	2573.5166	2290.9087	3568.304	3538.5454	2992.3982
ENSMUSG00000028957	1012.878	1024.1028	782.75415	366.73926	343.6894	271.8594	625.0914	578.5618	486.1815
ENSMUSG00000028958	101.64904	97.0707	75.1238	49.931473	68.541115	36.977806	103.00123	101.90472	73.63833
ENSMUSG00000028959	1053.928	947.9708	777.6407	707.19104	875.6742	755.549	1216.126	1206.9456	1125.6636
ENSMUSG00000028960	3011.5554	2924.6719	2381.2422	1837.3372	1656.0262	1752.696	2947.341	3050.6294	2375.9712
ENSMUSG00000028961	3103.5283	3010.8403	2462.6306	2685.6792	2741.8796	2261.0667	3939.1372	4032.4082	3214.1165
ENSMUSG00000028962	2410.2026	2761.8125	2382.067	1858.2555	2041.6736	1680.1285	3448.3723	3401.194	2808.819
ENSMUSG00000028963	0.99344033	0.0	1.1180931	0.0	1.8818015	0.9879364	0.91789293	0.0	0.0
ENSMUSG00000028964	2636.6274	2710.5298	2304.1475	3272.8162	3181.167	2758.502	5271.868	5318.574	4350.9575
ENSMUSG00000028965	420.4677	428.37006	336.16992	464.89676	451.45	398.32153	997.7025	991.4964	823.26154
ENSMUSG00000028967	3014.2444	2897.086	2286.2998	5029.03	4826.1855	3698.7715	9213.967	9339.6	7712.6406
ENSMUSG00000028969	480.06024	419.246	404.0096	417.7564	379.93094	342.68063	598.49133	648.2847	548.3469
ENSMUSG00000028970	5792.3584	5893.2964	5128.65	4691.921	4499.251	4140.554	6717.906	6735.4243	5488.982
ENSMUSG00000028971	16.183727	5.0560045	4.314524	4.716478	2.8914726	3.0620508	5.789274	7.7318816	6.834958
ENSMUSG00000028972	2581.0896	2627.579	2178.9338	4896.412	5202.0845	4255.3145	6793.5923	7221.813	5969.5225
ENSMUSG00000028973	273.93234	305.90393	256.15878	158.83385	156.26051	215.6362	244.1272	288.8297	218.94342
ENSMUSG00000028974	228.45074	282.26752	248.57457	110.96463	241.02626	234.1223	440.7769	325.70197	227.94992
ENSMUSG00000028975	540.10583	526.3248	396.74603	1019.5455	937.4885	856.04504	1446.7874	1554.5847	1201.0358
ENSMUSG00000028976	0.0	0.0	0.0	1.6015583	0.0	0.78082144	9.19117	3.9429092	1.5854648
ENSMUSG00000028977	193.86823	215.19917	201.74362	107.556305	118.614655	85.61925	209.73685	189.78131	178.44183
ENSMUSG00000028978	10.773907	15.82555	15.446409	3.9404135	10.815656	5.763444	15.474276	17.360428	10.654156
ENSMUSG00000028979	90.686615	107.257996	77.748055	160.95592	191.75987	160.09018	325.70953	321.4902	229.97557
