Gene	SRR3471108	SRR3471109	SRR3471110	SRR3471111	SRR3471112	SRR3471113	SRR3471114	SRR3471115	SRR3471116
ENSMUSG00000000001	19889.832	19485.824	15567.427	16893.197	16797.21	13591.753	23170.262	23610.25	19390.127
ENSMUSG00000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97613746	0.0
ENSMUSG00000000028	966.2573	1009.5181	790.9929	544.20966	695.02734	492.18677	1032.4739	1044.7751	799.026
ENSMUSG00000000031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9522934	0.0
ENSMUSG00000000037	186.04451	196.68948	166.31235	73.05573	78.764824	76.60153	184.04121	153.62642	129.07765
ENSMUSG00000000049	0.0	1.3110851	0.703601	4.8906803	1.3546028	0.0	18.620728	1.5160427	0.0
ENSMUSG00000000056	830.77106	830.22894	617.0494	254.15541	213.14255	181.0396	498.83475	560.62476	446.06476
ENSMUSG00000000058	3131.36	3076.694	2470.1228	2405.5967	2471.538	2052.76	3204.6382	3213.7312	2719.9563
ENSMUSG00000000078	5644.6934	5921.404	4623.102	18341.506	19434.434	15835.149	31488.99	31448.678	26601.824
ENSMUSG00000000085	714.42017	842.8505	781.23505	674.9828	706.3939	593.58746	962.021	1071.5077	788.93634
ENSMUSG00000000088	648.5134	744.3303	543.98773	589.66095	677.79694	571.767	933.2161	978.2964	787.52954
ENSMUSG00000000093	1.0481346	0.0	0.96756005	0.0	0.9975037	2.844183	2.9574785	0.9854591	4.7928195
ENSMUSG00000000094	2.995295	1.9631929	0.9651291	5.9998283	3.8784008	4.974992	5.0453014	10.081507	3.0304883
ENSMUSG00000000103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000000120	4.239824	6.268121	1.9416232	4.255135	9.33301	4.8574333	5.803843	11.808143	2.964567
ENSMUSG00000000125	0.0	0.0	0.0	0.9561408	1.0128286	0.0	0.9848431	1.9571803	0.98189235
ENSMUSG00000000126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9736456
ENSMUSG00000000127	1848.1761	1898.6368	1556.9097	2500.9817	2310.1133	2002.4572	3146.1013	3231.8909	2758.3647
ENSMUSG00000000131	2411.573	2212.1624	1932.0302	2667.1882	2901.298	2314.0876	4883.679	5111.606	4051.626
ENSMUSG00000000134	979.6573	938.72546	719.9247	536.3306	530.8959	466.7855	950.2466	1047.3936	853.2105
ENSMUSG00000000142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97358775
ENSMUSG00000000148	210.41373	209.85782	204.43422	144.72972	160.61308	110.54393	217.69771	213.64275	142.48451
ENSMUSG00000000149	808.768	802.5771	659.436	333.01422	349.56985	289.59897	658.35266	723.2324	558.19476
ENSMUSG00000000154	29.393122	19.47453	15.194301	15.07082	18.055153	11.599202	32.69013	34.19558	29.344923
ENSMUSG00000000157	5.919516	1.957026	6.316127	1.9868098	5.5835543	4.9425077	1.456654	1.4522771	0.7216951
ENSMUSG00000000159	1059.386	1028.4193	951.75775	361.95947	378.32812	351.91574	792.7571	677.55945	592.4095
ENSMUSG00000000167	279.6868	276.29288	227.44363	238.82216	223.10625	219.24567	441.9679	441.25873	345.21356
ENSMUSG00000000168	1792.9502	1709.5353	1441.8339	1514.7854	1493.7166	1221.2844	2305.9954	2382.3499	1847.3625
ENSMUSG00000000171	2914.9377	2883.3977	2251.0488	2811.209	2714.3552	2346.1863	3493.047	3348.3445	2751.399
ENSMUSG00000000182	1.0391356	0.0	0.0	0.97129476	2.6000657	3.0158994	1.0210835	3.059303	1.0122002
ENSMUSG00000000183	1.0356747	0.0	0.0	8.192654	4.9945784	2.8820858	6.7322245	7.7002773	6.8506017
ENSMUSG00000000184	9329.781	9682.315	8612.16	12053.346	11202.954	10072.048	13652.987	13315.808	11383.95
ENSMUSG00000000194	1524.8602	1419.4501	1256.9298	1894.2799	1915.0836	1585.5354	2355.7637	2607.9092	2426.5854
ENSMUSG00000000197	23.512249	17.199139	9.942594	11.504424	18.364763	11.949022	21.049944	27.915443	23.638529
ENSMUSG00000000202	0.0	0.0	0.96905535	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000000204	47.172073	49.383987	35.79086	870.0085	930.83344	677.30347	834.9171	746.26465	731.0074
ENSMUSG00000000214	0.0	0.8654652	1.0600133	0.0	1.0376127	0.0	1.0351216	0.0	0.0
ENSMUSG00000000215	4.481581	3.630353	0.0	0.0	0.0	1.0953419	0.0	1.0598812	3.20654
ENSMUSG00000000216	0.0	0.0	0.0	1.9725903	1.0015074	0.0	1.9503715	0.9785191	0.97161204
ENSMUSG00000000223	168.97539	166.88985	135.47894	184.50908	200.37688	155.66223	220.12485	256.02838	200.25795
ENSMUSG00000000244	532.23486	525.6276	503.0867	370.10095	365.71057	296.2603	617.101	635.8189	526.5123
ENSMUSG00000000247	1.0646287	1.0406944	0.0	0.0	3.0301116	0.0	0.0	0.0	0.94561154
ENSMUSG00000000248	3.6909142	3.696393	3.3528728	16.862381	9.962338	4.654705	38.201218	27.888296	19.780584
ENSMUSG00000000253	27.935751	40.316765	29.063948	26.568413	11.124401	10.152336	10.849123	42.51835	8.938005
ENSMUSG00000000263	0.0	0.0	0.0	1.0336547	0.9601709	0.0	2.9085872	0.9709874	0.9808449
ENSMUSG00000000266	826.80225	733.5476	570.0272	357.75616	365.75592	333.41675	594.29974	531.97424	439.83493
ENSMUSG00000000275	2046.1003	1926.5961	1510.8481	22351.975	27836.99	19901.053	34461.773	34840.652	29007.498
ENSMUSG00000000276	682.8486	704.03625	527.61334	673.5696	730.24634	569.4826	1062.5316	1015.7505	851.10736
ENSMUSG00000000278	4633.9023	4596.179	3523.2478	6352.304	6146.339	4934.2827	8938.014	8770.168	7464.501
ENSMUSG00000000282	627.3259	630.5687	561.1853	365.07968	338.52676	310.1329	512.67584	522.2222	467.87573
ENSMUSG00000000290	56.842533	41.523396	10.426681	7.0263567	12.396709	3.49524	41.68527	12.622592	11.078147
ENSMUSG00000000295	430.96487	485.8235	399.57764	439.687	445.23526	398.94626	820.2068	836.3554	676.56287
ENSMUSG00000000296	0.0	0.0	1.0947549	5.1865325	4.0287957	6.420969	13.48036	21.309193	8.229571
ENSMUSG00000000301	61.91186	45.198727	46.965427	59.96553	41.51322	45.566914	91.25365	65.16736	83.7874
ENSMUSG00000000303	1.0301645	0.0	3.7864468	4.1855893	6.1178527	0.96122646	11.606741	7.7301917	0.9803358
ENSMUSG00000000305	7.591501	5.919131	3.1177971	7.4128866	3.6443331	7.9593153	5.3016896	193.92676	5.251058
ENSMUSG00000000308	12.367653	7.7076797	6.310424	5.307727	3.151965	2.315943	11.410804	12.536141	16.491602
ENSMUSG00000000317	223.67587	243.21765	148.26797	95.79346	90.00464	81.594635	247.48128	219.89775	188.54726
ENSMUSG00000000318	13.09441	20.588818	20.904934	10.681459	12.48843	19.342848	19.560099	32.6046	24.305393
ENSMUSG00000000320	5.539323	11.698254	3.7232478	15.519462	15.098961	13.561638	18.072226	15.93695	9.720121
ENSMUSG00000000325	162.9744	200.20468	175.72919	89.82858	67.42309	51.46755	155.28824	158.06488	132.10664
ENSMUSG00000000326	1268.3848	1311.7667	994.44116	1275.1375	1362.9216	1084.8739	1742.2441	1747.6472	1566.5808
ENSMUSG00000000339	1127.433	1094.9667	1003.1605	1391.2651	1158.4062	1355.5996	2633.843	2700.2974	2143.1135
ENSMUSG00000000340	260.68393	276.6176	281.23154	319.79843	373.54706	347.6894	630.6996	493.7762	508.38394
ENSMUSG00000000346	4083.9814	4181.645	3350.3486	2772.8992	2886.559	2462.7373	4677.7114	4607.017	3803.7505
ENSMUSG00000000355	533.0151	605.3321	495.6902	677.06464	717.2346	549.4449	1022.3172	963.48236	858.85815
ENSMUSG00000000359	358.86844	401.1931	304.33792	141.62723	129.93832	104.99102	298.90063	339.94873	281.86462
ENSMUSG00000000365	0.0	0.0	1.1557953	3.4746842	1.7439104	0.0	11.543974	4.747691	2.6872957
ENSMUSG00000000374	1398.2001	1470.9382	1221.9556	1138.1937	1018.8947	859.9973	1767.2106	1701.0352	1515.071
ENSMUSG00000000378	708.98645	662.1262	559.7151	1042.747	1012.9592	929.7987	1385.955	1553.1102	1117.8971
ENSMUSG00000000381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97615266	0.0
ENSMUSG00000000384	559.88727	589.7002	432.00446	644.98676	664.8128	527.0909	899.5292	946.06464	810.47986
ENSMUSG00000000385	0.0	0.0	0.0	13.483636	15.040011	7.358166	0.7178207	1.0755343	6.762954
ENSMUSG00000000386	40.17215	29.293264	14.427701	35013.473	32917.062	28045.258	41697.5	42821.824	35663.027
ENSMUSG00000000392	3.3804026	9.938293	3.2420816	2186.8145	2246.1348	1832.3618	3082.0237	2977.323	2553.3933
ENSMUSG00000000394	0.0	0.0	0.0	239.89351	247.59435	201.1814	389.9594	368.40784	344.6164
ENSMUSG00000000399	1636.8329	1690.4603	1368.7672	1988.8312	1990.6986	1531.3711	2714.264	2722.4514	2213.8472
ENSMUSG00000000402	17.102282	14.36761	11.452131	21.22767	18.56417	22.547626	29.101418	30.398294	28.9132
ENSMUSG00000000409	40.874672	56.786644	44.320198	179.26714	189.0013	140.6862	317.57544	333.02524	293.7049
ENSMUSG00000000411	0.0	0.0	0.0	3.174197	3.4569747	1.0154163	0.0	0.9953365	1.9479332
ENSMUSG00000000416	17.08405	0.0	0.7299725	0.0	0.82647455	4.0173244	5.9506183	5.0111766	3.376725
ENSMUSG00000000420	3241.3547	3243.3364	2547.1243	2376.8057	2318.6108	2088.1863	3157.0635	3085.4434	2661.6904
ENSMUSG00000000435	0.0	0.0	0.0	0.0	0.0	0.0	0.9719976	0.0	0.9763151
ENSMUSG00000000439	723.3225	799.08484	562.5268	480.90894	507.23175	433.99615	766.1564	867.1479	588.64294
ENSMUSG00000000440	1613.1611	1537.6549	1281.1746	1579.9491	1412.6942	1190.823	2289.4688	2269.332	1793.2496
ENSMUSG00000000441	2317.573	2424.246	1963.8654	1906.9642	1928.5793	1743.7946	2704.5896	2756.4119	2417.022
ENSMUSG00000000486	78.761246	78.59381	62.683193	31.755135	54.78072	47.899624	51.30659	90.72248	74.890755
ENSMUSG00000000489	3.0207775	3.0465386	5.9193583	0.0	2.7305171	0.5311127	0.54987556	6.1978407	0.54173595
ENSMUSG00000000530	87.91168	61.678722	142.6331	16.66515	14.835574	27.630419	26.17451	116.518005	53.423306
ENSMUSG00000000531	123.27731	130.64955	117.75531	51.658768	62.71675	52.548225	107.05324	97.976364	76.641594
ENSMUSG00000000532	636.9755	623.98706	561.888	207.00829	226.27211	201.296	459.95004	455.24194	339.2538
ENSMUSG00000000538	653.24524	691.373	614.664	547.3523	408.10403	373.96527	791.9388	757.8876	641.0679
ENSMUSG00000000544	72.292046	60.926037	77.92225	70.48114	91.89179	78.17345	175.32591	153.10623	150.64476
ENSMUSG00000000552	236.20088	243.46913	215.22687	105.35073	149.43106	110.99899	224.86757	243.43745	188.67865
ENSMUSG00000000555	1356.9651	1378.6213	1211.5762	903.13	797.89716	905.3455	1612.2185	1685.9154	1365.4088
ENSMUSG00000000560	57.11311	54.857697	39.09249	72.03253	76.395424	55.515594	117.45632	136.51778	113.0149
ENSMUSG00000000561	925.4633	993.8671	803.7787	1312.9497	1268.588	984.6918	1571.0658	1492.4487	1306.3385
ENSMUSG00000000562	37.326515	28.809315	25.450506	31.692764	29.74196	19.694717	46.94811	59.314915	50.39573
ENSMUSG00000000563	9079.351	9450.764	7655.454	10187.3125	10611.528	9014.24	14798.407	14984.007	12269.589
ENSMUSG00000000567	605.1786	596.20807	490.25638	687.41785	709.3376	593.728	1192.2465	1199.023	1008.00586
ENSMUSG00000000568	4016.2263	4131.3545	3546.8108	4845.832	4736.9834	4046.904	7796.6987	8264.159	6908.4277
ENSMUSG00000000579	370.24094	338.72983	302.43567	174.81895	160.36845	172.13461	644.2532	513.00433	371.89084
ENSMUSG00000000581	802.01624	803.28784	615.6159	983.3624	1105.2954	880.8298	1198.1082	1267.4713	982.97797
ENSMUSG00000000594	138.52211	134.29802	131.65839	178.75636	182.01425	145.045	215.98557	208.39558	173.29951
ENSMUSG00000000600	13367.608	13782.457	10881.058	17765.146	18200.137	14586.844	21591.832	21955.145	18192.582
ENSMUSG00000000605	1994.4985	2272.566	2125.4814	1156.0157	1019.4371	1222.4563	1406.8978	1406.468	960.89575
ENSMUSG00000000606	34.822514	37.958008	30.000477	41.426018	49.978806	50.545834	130.48099	158.48851	129.84306
ENSMUSG00000000617	0.0	0.0	0.0	0.0	0.7686643	0.0	4.6362114	3.875177	3.8233588
ENSMUSG00000000627	3.0504065	3.027008	1.8555185	2.999355	4.0059576	2.8346014	8.823322	3.9031043	8.022748
ENSMUSG00000000628	2646.8242	2757.1848	2141.9822	4072.4539	4079.9172	3352.0051	4730.911	4598.71	3879.0054
ENSMUSG00000000631	7358.56	7803.5044	6529.507	6649.904	6167.365	5570.631	9397.554	9629.183	7845.3643
ENSMUSG00000000632	11.618946	15.123362	14.981374	10.879582	17.621563	17.162262	15.493048	19.288515	12.364496
ENSMUSG00000000673	10.737118	17.673332	14.170142	6.2660933	7.488263	7.495548	34.51016	26.073456	25.739305
ENSMUSG00000000682	0.0	0.0	0.0	0.888386	1.8568571	2.0980897	0.0	1.0684065	0.0
ENSMUSG00000000686	66.97647	61.85659	67.50876	9.796065	8.383132	8.46011	23.983057	39.33539	29.6128
ENSMUSG00000000690	824.224	870.3667	731.24677	718.1468	733.3136	601.43024	968.6874	954.9954	791.6008
ENSMUSG00000000693	3093.1167	3142.0168	2825.9846	6989.0254	6825.1875	6251.425	9919.215	9391.914	8452.141
ENSMUSG00000000701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000000706	1.1823092	0.0	0.9289078	2.1465204	3.777727	4.844399	3.140387	8.577676	9.691215
ENSMUSG00000000708	656.22504	789.47363	541.6731	1358.3365	1329.046	985.9336	1979.9742	2095.258	1791.5138
ENSMUSG00000000711	2535.26	2576.2307	2210.8835	1664.1245	1733.9795	1416.1329	3174.1763	3048.5105	2594.5017
ENSMUSG00000000724	2.9773347	10.279471	2.1103623	9.81232	10.454165	13.649223	10.954665	11.423982	17.136696
ENSMUSG00000000730	128.06868	100.5569	102.523445	118.3236	124.12926	111.73548	196.41026	199.05951	143.23584
ENSMUSG00000000731	252.80475	243.70955	201.57661	342.14264	319.43488	315.72284	531.45685	546.2369	523.53815
ENSMUSG00000000732	174.79156	162.14369	175.2062	116.43292	99.7001	80.31158	204.9249	191.91325	185.8227
ENSMUSG00000000738	1219.4694	1377.4678	984.63275	1289.5496	1355.9005	1123.7479	2137.676	2236.3103	1923.6382
ENSMUSG00000000739	45.02375	46.75421	52.33659	25.400747	27.624176	31.847265	53.563007	52.208004	50.59722
ENSMUSG00000000740	16149.486	15979.5205	13122.896	22663.62	23041.959	19279.203	33670.59	33764.902	28576.441
ENSMUSG00000000743	702.864	657.9027	531.3651	644.36237	644.306	573.9934	916.2272	947.49164	751.36096
ENSMUSG00000000751	4776.481	4503.124	3754.5032	1683.2878	1668.9385	1402.9161	3261.8718	3358.5413	2663.0994
ENSMUSG00000000753	13328.606	13726.798	11009.433	17142.559	18262.45	14684.773	22365.25	22404.879	18605.158
ENSMUSG00000000759	1680.9094	1753.1875	1455.2607	1621.0507	1649.6228	1393.5056	2499.8835	2567.476	2141.9558
ENSMUSG00000000766	3.775226	2.731906	20.818466	0.59262204	5.2483387	1.9046034	13.503543	7.0662227	14.408144
ENSMUSG00000000776	1210.9791	1109.6515	1048.0101	2085.535	1931.225	1834.5271	2738.1362	2969.4998	2411.539
ENSMUSG00000000782	7.2411537	6.2522073	10.623867	1.1972247	2.3240082	3.310509	3.3550458	4.95385	7.4360013
ENSMUSG00000000787	21587.467	21405.846	18980.176	15224.676	14950.331	12066.114	24060.977	26208.172	19793.916
ENSMUSG00000000791	227.09845	292.88797	217.47903	111.37707	108.12733	80.779205	293.86362	300.3901	216.70546
ENSMUSG00000000792	9.21653	11.041108	6.74962	4.891817	2.08242	3.841473	8.857195	4.925981	1.9657607
ENSMUSG00000000794	1.4229647	0.6992745	1.6954697	7.3571267	10.560844	9.821055	21.52669	18.471369	20.987951
ENSMUSG00000000804	2130.983	2610.6716	1632.5297	2775.119	2848.4897	2567.8909	4266.345	5069.136	4031.7805
ENSMUSG00000000805	0.0	0.6836455	0.0	0.0	0.0	0.0	7.740176	0.0	1.3383667
ENSMUSG00000000811	490.73135	492.57016	388.1993	246.55176	298.39206	239.88158	530.4721	554.3108	477.69254
ENSMUSG00000000817	6.9141135	0.0	0.0	8.482125	6.997795	6.735376	6.685804	10.003439	6.734382
ENSMUSG00000000823	520.9213	564.25354	433.67743	196.24792	285.14734	292.04385	465.6545	467.85602	477.9477
ENSMUSG00000000826	4031.3848	4447.036	3713.7297	4189.7183	4055.2986	3915.3608	5723.8257	6075.4937	5292.951
ENSMUSG00000000827	2070.4404	2246.871	2116.2993	2717.4116	2494.9011	2270.7336	3949.8572	3912.6458	3558.1443
ENSMUSG00000000838	4504.649	4794.61	3575.477	5318.8115	5554.685	4508.7144	7695.75	8010.312	6480.1284
ENSMUSG00000000861	6.1180873	4.1824183	3.8607302	5.100837	11.454398	6.147941	18.006592	35.972446	26.211002
ENSMUSG00000000869	0.7773414	0.0	0.0	3.3180912	0.0	0.0	0.8894942	1.8719282	0.0
ENSMUSG00000000876	286.93066	253.39929	234.13382	112.145515	93.46515	128.27576	180.6404	195.30885	116.91917
ENSMUSG00000000881	645.38275	671.30505	635.577	251.45792	270.4537	233.98616	575.00006	658.3967	551.1
ENSMUSG00000000884	30.270113	22.22138	32.505383	29.452606	9.321764	22.48518	34.01392	20.148382	60.52526
ENSMUSG00000000889	1.0561051	1.0317644	2.9516695	0.9562629	0.0	0.0	0.0	1.0035691	0.0
ENSMUSG00000000901	379.52124	309.3381	441.51022	107.41272	125.803696	126.20672	272.62372	270.07645	282.2056
ENSMUSG00000000902	1793.1335	1817.2015	1493.0538	1440.8712	1511.7009	1290.4697	2698.7273	2712.837	2293.1436
ENSMUSG00000000903	5.1961794	7.3340364	3.152317	9.124315	7.4701343	6.9324613	9.497227	11.234544	11.411622
ENSMUSG00000000915	456.96033	451.75644	371.13992	342.8151	254.60938	229.89485	805.0937	804.4323	716.68506
ENSMUSG00000000916	563.3601	628.0011	503.61697	549.59955	445.49246	392.13577	793.4499	826.0051	712.02527
ENSMUSG00000000934	472.66367	480.7715	384.15945	726.6279	712.58936	612.1125	1102.8229	1028.222	871.01624
ENSMUSG00000000938	1244.401	1270.5574	1047.5278	522.25476	589.3498	523.68915	1031.1696	1050.1638	833.6568
ENSMUSG00000000942	75.666306	99.82735	80.622406	64.35677	65.055565	43.327843	85.16579	69.19639	61.42399
ENSMUSG00000000948	279.05795	271.8562	211.4605	289.7186	251.54843	233.39432	296.72696	336.18637	264.0466
ENSMUSG00000000957	8602.133	8582.36	6783.6133	7157.6123	6841.2563	5682.343	11071.285	10934.439	9256.034
ENSMUSG00000000958	92.60011	44.632805	55.520092	21.925325	34.257645	39.930866	120.986946	97.99382	30.689678
ENSMUSG00000000959	805.56213	769.48785	684.7457	533.722	657.2006	562.69434	1381.6831	1442.6975	959.51215
ENSMUSG00000000976	1157.8285	1072.5691	842.4335	1169.8925	1109.6268	1005.88074	1660.1224	1650.547	1410.4065
ENSMUSG00000000982	0.91771233	0.0	0.0	3.8984704	4.9236336	1.0115702	9.055402	6.0589848	5.1181865
ENSMUSG00000000983	0.0	0.0	0.0	0.82801723	0.70521444	0.0	2.3081324	3.0275784	0.0
ENSMUSG00000001014	9.636135	3.0638385	7.907584	5.7562385	1.8097116	1.9488778	10.489549	3.1229553	5.217196
ENSMUSG00000001016	6962.5083	6908.423	5314.838	6001.5044	6104.445	4854.0625	8808.772	8976.786	7212.1494
ENSMUSG00000001017	4681.5317	4840.001	3764.2083	5223.7246	4927.135	4021.4658	6498.0957	6756.1147	5751.087
ENSMUSG00000001018	3165.869	3337.407	2614.7444	2495.3984	2434.4229	2183.0781	3595.4373	3702.855	3127.215
ENSMUSG00000001020	75498.17	80211.73	75829.79	67803.34	63939.02	60279.59	95623.65	96493.414	78710.516
ENSMUSG00000001021	154.66785	154.34767	140.22679	81.1413	138.89444	90.42512	172.68611	147.51251	192.85136
ENSMUSG00000001023	7.570907	14.618829	14.174712	15.401734	5.8131595	12.845055	17.947931	11.994761	10.160082
ENSMUSG00000001025	22781.22	23360.584	19526.338	22031.207	18667.336	19525.256	39527.645	39600.72	32662.684
ENSMUSG00000001027	1.1847686	0.58586323	29.152615	1.7081847	1.6777005	0.0	43.67314	16.817627	15.29424
ENSMUSG00000001029	62.19229	51.783142	47.76929	51.941616	53.549755	61.404816	119.66579	116.375755	118.82068
ENSMUSG00000001034	424.79974	397.7431	364.38095	378.6572	349.46457	273.55753	425.6561	485.48807	427.36426
ENSMUSG00000001036	952.6385	1001.79517	906.3827	593.12506	672.5208	496.47073	980.1947	750.9521	766.4995
ENSMUSG00000001039	121.303345	132.21384	76.02083	105.61872	91.469604	106.47182	198.55573	189.66292	128.96495
ENSMUSG00000001052	3555.331	3348.7559	2797.1387	4938.293	5011.3633	3964.7063	6817.5337	6545.92	5454.121
ENSMUSG00000001053	91.04734	67.943695	48.672672	27.41407	25.658298	23.13787	50.99367	55.295628	38.444397
ENSMUSG00000001054	217.03764	140.93042	193.44128	100.42855	120.35056	111.565544	187.69618	248.84846	145.30997
ENSMUSG00000001056	1007.645	1025.6194	827.99207	1764.4426	1583.6204	1533.2441	2221.8262	2291.7979	1929.4534
ENSMUSG00000001062	456.8081	471.1468	343.08325	294.84546	189.45853	271.43695	453.43542	472.5238	414.64758
ENSMUSG00000001065	426.14835	345.39734	332.8624	253.97064	360.9751	278.58704	502.3021	395.97415	371.70642
ENSMUSG00000001076	2.039693	0.0	1.963097	1.9641865	0.0	0.99322265	1.9404136	1.942832	1.9437536
ENSMUSG00000001082	256.44235	231.16533	243.88326	172.51999	197.75862	174.44617	177.00438	187.55135	200.51828
ENSMUSG00000001089	4570.871	4764.0264	3824.4966	3763.8752	4026.3706	2838.8242	5404.101	5563.2334	4872.219
ENSMUSG00000001095	10.256939	5.949262	5.60176	3.0748074	1.011882	2.8892603	6.9687257	13.888596	9.873754
ENSMUSG00000001098	2587.0122	2690.4087	1953.2246	2778.4678	2562.722	2121.8862	3247.157	3215.785	2763.682
ENSMUSG00000001100	865.6533	862.1834	712.9415	818.7095	774.43365	707.8392	1206.861	1156.301	1018.9147
ENSMUSG00000001103	1.0098405	0.0	0.0	0.0	1.0369726	0.0	0.0	0.0	0.0
ENSMUSG00000001105	955.413	954.9765	683.8078	908.8329	838.78516	702.2837	958.09686	990.8938	852.79816
ENSMUSG00000001119	23985.188	23792.297	18270.854	19025.543	19297.271	16273.33	31982.447	32528.05	27201.635
ENSMUSG00000001120	78.346565	105.56632	47.568195	80.67076	77.19358	52.49845	156.25108	167.58017	122.79689
ENSMUSG00000001123	476.51587	526.94507	389.09973	6964.5977	7332.775	6332.7207	11211.517	11191.939	9623.1045
ENSMUSG00000001127	1006.6649	1008.029	824.15094	892.00183	905.91345	878.6279	1468.8982	1525.646	1215.5651
ENSMUSG00000001128	36.832874	36.088387	35.662582	22.385963	28.712606	22.791523	43.73813	33.116528	36.216827
ENSMUSG00000001131	815.3391	762.62427	621.0912	1042.2373	1054.4923	958.7481	1659.7417	1751.1128	1427.4979
ENSMUSG00000001134	148.51845	148.3361	124.673454	171.69992	192.94168	158.22655	226.28499	270.00943	196.87665
ENSMUSG00000001138	316.81357	315.4535	260.26404	105.6586	127.42711	82.75803	241.14905	207.88908	175.5907
ENSMUSG00000001143	575.9519	574.2714	474.53397	619.54694	547.0753	469.3587	678.288	657.6116	640.9672
ENSMUSG00000001150	2069.232	2326.8572	2215.7573	1195.6123	1251.9524	1160.0284	1936.2062	2086.755	1566.8882
ENSMUSG00000001151	6819.1445	6903.391	5299.9463	2114.3062	2281.279	1911.8735	4253.478	4526.8193	3730.1099
ENSMUSG00000001155	9.305034	6.1412	8.55497	11.303469	8.068298	2.835156	11.939478	17.610552	6.8586707
ENSMUSG00000001156	261.0587	285.92297	204.17398	346.26892	313.96674	282.605	579.87897	567.5506	485.11295
ENSMUSG00000001157	1123.0917	1157.5886	955.62897	742.8124	818.78326	674.8732	977.8877	933.3925	813.0637
ENSMUSG00000001158	1770.8081	1961.1084	1719.7769	2878.969	2492.6523	2582.8328	3864.755	4055.193	3503.3125
ENSMUSG00000001166	21.56483	17.575657	26.781961	287.72113	290.06998	254.80238	487.97284	486.34387	394.05795
ENSMUSG00000001168	0.0	1.5021458	0.0	11.971422	11.783811	11.467724	1.4137492	5.2528534	2.2803547
ENSMUSG00000001173	2533.2742	2516.7454	2014.7926	1877.9746	2119.7158	1707.253	2756.805	2776.2166	2255.1082
ENSMUSG00000001175	12349.347	12401.578	11286.74	9828.411	11347.484	8913.562	12418.718	12350.274	10533.432
ENSMUSG00000001211	3121.196	3004.981	2548.8142	2519.618	2677.185	2380.5261	3937.0344	3926.22	3401.7893
ENSMUSG00000001225	21.025045	24.630486	32.305836	33.872776	39.94291	28.613571	73.09231	57.801575	51.725662
ENSMUSG00000001227	1028.4828	994.5373	791.4501	253.98396	268.56247	202.72672	553.7892	578.0113	483.0545
ENSMUSG00000001228	6943.978	7009.908	5613.576	3665.1506	3846.011	3069.043	6054.1235	6418.835	5319.388
ENSMUSG00000001229	2542.2786	2540.299	2002.7094	2013.8821	2185.4988	1728.1775	3832.1318	3839.7234	3186.526
ENSMUSG00000001240	30.113493	11.149452	12.414857	6.8057866	16.702751	17.78126	26.910265	32.056526	23.214361
ENSMUSG00000001247	1.0821459	2.138249	0.9898608	3.8451948	0.9709216	1.9237216	1.9740212	0.9356695	0.0
ENSMUSG00000001248	1325.9337	1394.4222	1128.9193	680.26666	678.9164	585.4755	1376.7416	1354.7716	1156.4792
ENSMUSG00000001249	13.408041	1.6697466	6.384672	1.3278613	3.3975163	0.0	4.8190846	5.6448636	3.2488282
ENSMUSG00000001260	0.99115616	1.0826565	0.0	2.0124457	1.0227245	1.0084233	8.155464	7.242352	9.335876
ENSMUSG00000001270	0.8151094	2.6682756	3.7420547	2.2999134	7.154605	2.201791	0.74795705	4.0761843	1.3079671
ENSMUSG00000001280	7941.625	7902.3413	6215.4395	7586.8467	7659.3076	6260.328	8592.706	8823.994	7275.846
ENSMUSG00000001281	96.75506	100.52679	69.437195	229.1826	226.16241	219.7989	312.0126	368.16162	274.2136
ENSMUSG00000001285	1062.8171	1118.8824	1037.1973	993.2505	875.8709	859.8362	1406.0623	1391.9395	1170.9717
ENSMUSG00000001288	1712.9608	1677.1116	2744.8972	2084.4429	1255.0638	1939.801	3732.767	3279.1038	2252.5583
ENSMUSG00000001289	1898.5155	1868.9116	2121.3408	2795.6274	3253.9216	2203.1104	3862.4954	4159.683	3288.5642
ENSMUSG00000001300	2999.2356	2937.8213	2267.5415	2644.7183	2614.399	2128.526	3621.6484	3627.5508	3087.473
ENSMUSG00000001305	700.9747	698.54095	568.4684	1416.1102	1407.4166	1177.666	2219.0059	2265.1604	1797.589
ENSMUSG00000001313	390.7094	398.16263	302.26404	345.68878	298.98642	304.43182	513.0073	500.5934	417.27902
ENSMUSG00000001323	506.51746	498.50287	413.55127	655.95	549.67126	495.79736	776.2577	863.5082	682.1397
ENSMUSG00000001333	90.715744	75.89643	58.612377	21.008213	25.91371	24.900814	47.73456	52.806557	53.377583
ENSMUSG00000001334	39.774326	38.84346	13.646775	36.60762	43.06556	24.284103	27.01246	40.633293	18.23757
ENSMUSG00000001348	6.517756	1.9117386	5.5701265	10.193317	6.994863	0.6101769	1.8531584	10.62485	1.1667749
